x1, y1, x2, y2, d, a, t, dc
59, 117, 83, 140, 33.242, -2.335, 0, 0.722
96, 131, 64, 105, 40.537, 0.878, 0, 0.770
64, 105, 37, 122, 32.523, 2.116, 1, 0.855
37, 122, 48, 123, 11.045, -1.661, 2, 0.996
