x1, y1, x2, y2
137, 59, 133, 59
135, 79, 133, 78
148, 68, 145, 67
71, 90, 70, 87
96, 136, 94, 135
101, 37, 100, 35
19, 86, 16, 86
101, 35, 101, 33
88, 56, 85, 55
52, 53, 49, 51
64, 102, 59, 107
48, 51, 46, 50
101, 33, 100, 32
70, 87, 70, 85
22, 53, 21, 51
95, 115, 93, 115
89, 103, 87, 102
61, 71, 59, 70
85, 55, 82, 53
121, 151, 118, 150
63, 168, 62, 169
104, 17, 102, 17
52, 72, 50, 71
31, 19, 28, 17
107, 90, 104, 88
72, 78, 71, 77
88, 87, 86, 86
58, 56, 58, 54
46, 50, 43, 49
100, 32, 101, 30
73, 108, 72, 105
70, 85, 67, 85
59, 70, 56, 67
41, 109, 40, 108
102, 17, 97, 17
104, 88, 100, 87
71, 77, 68, 76
87, 103, 83, 100
87, 102, 84, 100
118, 150, 114, 151
29, 20, 26, 19
58, 54, 53, 53
123, 173, 120, 173
100, 87, 97, 86
101, 30, 99, 29
72, 105, 69, 105
114, 151, 112, 150
97, 17, 95, 16
53, 53, 51, 52
88, 115, 85, 114
107, 138, 101, 140
68, 76, 65, 75
40, 47, 36, 46
101, 140, 98, 140
97, 86, 94, 85
53, 67, 50, 65
85, 114, 83, 113
45, 83, 43, 82
51, 52, 48, 51
65, 75, 67, 74
36, 46, 34, 45
64, 125, 62, 125
98, 71, 94, 72
34, 45, 31, 44
97, 66, 93, 65
108, 126, 105, 125
60, 81, 56, 81
52, 59, 48, 58
77, 77, 73, 74
109, 64, 106, 62
94, 72, 91, 71
44, 63, 42, 62
48, 58, 45, 55
73, 74, 70, 73
56, 81, 53, 80
74, 110, 70, 110
128, 26, 125, 24
131, 123, 128, 122
130, 82, 129, 81
83, 69, 80, 67
67, 46, 65, 44
106, 62, 102, 62
91, 18, 87, 18
45, 55, 41, 56
118, 69, 113, 69
52, 103, 49, 102
108, 85, 104, 83
103, 124, 100, 122
53, 80, 49, 79
104, 83, 101, 82
83, 83, 84, 81
25, 38, 23, 37
134, 82, 128, 80
122, 62, 120, 62
59, 93, 56, 93
129, 77, 127, 75
89, 86, 86, 86
84, 82, 79, 81
128, 72, 123, 73
79, 76, 79, 72
20, 52, 19, 48
19, 48, 16, 46
79, 81, 76, 80
160, 25, 155, 23
32, 70, 28, 70
82, 86, 77, 85
16, 46, 13, 46
77, 86, 73, 86
176, 13, 172, 12
105, 94, 101, 94
68, 71, 64, 70
20, 56, 17, 56
13, 46, 11, 45
68, 86, 63, 87
176, 26, 166, 22
166, 89, 158, 89
172, 112, 169, 112
63, 87, 59, 87
168, 23, 164, 22
158, 89, 154, 90
90, 115, 86, 117
25, 148, 24, 149
86, 117, 80, 119
156, 20, 149, 20
77, 59, 72, 59
80, 119, 75, 121
173, 51, 168, 50
23, 150, 22, 152
157, 32, 152, 31
72, 59, 70, 58
149, 20, 144, 18
22, 152, 22, 153
146, 49, 142, 49
17, 137, 15, 138
178, 74, 179, 77
167, 33, 163, 33
15, 138, 13, 140
70, 58, 67, 58
72, 127, 69, 126
142, 49, 136, 49
141, 53, 137, 52
15, 79, 13, 78
69, 126, 67, 128
61, 42, 54, 43
137, 52, 133, 52
67, 128, 64, 129
132, 52, 128, 51
133, 52, 128, 51
64, 129, 61, 130
128, 51, 123, 50
58, 47, 56, 48
61, 130, 58, 130
78, 41, 76, 36
123, 49, 121, 50
49, 81, 52, 85
77, 53, 73, 51
56, 28, 53, 29
176, 41, 172, 40
128, 33, 124, 32
110, 97, 109, 100
62, 69, 51, 70
61, 79, 62, 71
58, 137, 57, 137
172, 40, 168, 40
51, 70, 56, 68
44, 83, 40, 75
61, 61, 60, 63
126, 107, 133, 107
57, 137, 55, 137
135, 128, 134, 127
176, 28, 171, 28
162, 41, 158, 39
41, 76, 37, 73
166, 28, 162, 27
126, 113, 115, 116
77, 104, 81, 106
172, 37, 167, 37
115, 116, 115, 119
158, 39, 153, 40
117, 114, 113, 116
135, 148, 132, 149
171, 28, 166, 27
23, 65, 25, 64
56, 38, 54, 38
135, 162, 132, 162
162, 27, 157, 27
96, 148, 95, 148
167, 37, 162, 36
114, 98, 110, 95
79, 100, 82, 108
113, 116, 122, 113
18, 35, 16, 35
166, 27, 159, 27
93, 121, 86, 121
132, 148, 128, 150
175, 43, 170, 44
170, 17, 164, 17
54, 38, 50, 37
55, 38, 50, 41
99, 100, 101, 97
173, 17, 166, 17
172, 56, 169, 55
16, 35, 13, 35
86, 121, 86, 120
50, 37, 48, 37
93, 149, 91, 147
170, 44, 166, 44
114, 155, 111, 154
49, 134, 45, 135
105, 140, 103, 141
96, 110, 96, 108
45, 93, 41, 93
48, 37, 44, 36
158, 36, 153, 35
115, 86, 111, 87
45, 135, 44, 136
45, 134, 44, 136
153, 93, 147, 90
111, 154, 107, 154
13, 35, 10, 35
103, 141, 100, 143
86, 120, 86, 120
166, 44, 162, 43
149, 104, 148, 96
169, 74, 167, 74
99, 113, 97, 112
41, 93, 41, 92
104, 88, 102, 89
173, 64, 168, 64
94, 95, 96, 99
58, 122, 56, 120
173, 42, 168, 41
153, 14, 146, 14
91, 95, 95, 100
100, 143, 97, 144
44, 36, 41, 36
92, 30, 89, 30
49, 31, 46, 34
172, 97, 178, 100
162, 43, 157, 43
173, 54, 168, 53
34, 41, 31, 39
97, 111, 99, 113
164, 106, 160, 105
110, 81, 106, 78
132, 106, 137, 103
41, 135, 37, 135
97, 144, 95, 145
23, 77, 20, 78
22, 20, 20, 20
175, 21, 169, 20
168, 53, 163, 54
22, 68, 19, 67
168, 41, 164, 42
158, 51, 154, 51
167, 27, 162, 27
50, 93, 47, 92
41, 36, 37, 36
171, 67, 166, 66
31, 39, 28, 38
73, 120, 70, 121
42, 103, 40, 102
152, 107, 153, 109
177, 68, 174, 71
95, 145, 92, 144
70, 122, 68, 123
164, 60, 159, 62
139, 106, 144, 106
75, 111, 79, 115
38, 120, 35, 120
33, 51, 30, 50
169, 20, 164, 22
156, 22, 151, 22
54, 122, 52, 121
37, 135, 36, 138
63, 112, 61, 112
19, 41, 17, 41
102, 75, 99, 75
137, 103, 131, 106
154, 51, 149, 51
31, 19, 27, 19
162, 27, 158, 27
65, 131, 64, 132
132, 89, 130, 93
162, 41, 158, 40
43, 114, 42, 114
169, 77, 163, 78
24, 38, 23, 37
27, 19, 25, 18
35, 120, 32, 120
164, 22, 158, 22
33, 41, 31, 40
42, 114, 40, 113
40, 102, 37, 102
151, 22, 146, 21
99, 75, 96, 75
82, 21, 78, 20
129, 49, 132, 43
137, 14, 131, 14
158, 27, 152, 27
36, 138, 31, 137
135, 99, 135, 102
163, 78, 170, 83
138, 67, 145, 69
149, 67, 156, 70
155, 109, 163, 111
168, 87, 160, 85
73, 127, 79, 126
75, 116, 72, 114
32, 120, 30, 120
96, 115, 94, 116
25, 51, 22, 51
42, 12, 39, 11
34, 93, 30, 92
78, 20, 73, 20
40, 113, 38, 114
28, 79, 25, 79
79, 11, 75, 12
145, 69, 153, 73
113, 58, 114, 58
156, 70, 162, 72
31, 60, 29, 59
154, 22, 150, 22
22, 51, 20, 52
92, 75, 90, 75
72, 114, 69, 124
27, 92, 28, 91
30, 120, 29, 120
168, 167, 166, 167
80, 164, 78, 165
26, 79, 24, 80
46, 121, 45, 118
121, 147, 112, 146
36, 40, 29, 39
144, 28, 136, 28
33, 103, 29, 106
86, 116, 80, 115
29, 59, 22, 61
133, 30, 125, 28
64, 148, 61, 148
44, 149, 49, 151
101, 163, 98, 165
101, 163, 99, 163
97, 147, 98, 144
73, 165, 70, 164
69, 51, 68, 51
112, 146, 120, 144
76, 125, 71, 125
121, 55, 118, 53
153, 125, 151, 124
91, 167, 89, 167
32, 75, 29, 74
29, 39, 26, 37
158, 169, 155, 169
96, 49, 92, 46
113, 41, 107, 38
111, 49, 107, 49
67, 65, 61, 60
72, 160, 69, 160
70, 164, 68, 162
98, 165, 96, 165
173, 22, 167, 23
26, 37, 22, 36
84, 168, 80, 168
155, 169, 150, 169
93, 47, 91, 45
135, 22, 129, 22
91, 95, 97, 96
177, 34, 172, 34
84, 63, 82, 63
74, 152, 72, 153
69, 160, 69, 159
67, 149, 60, 151
114, 88, 115, 91
22, 36, 19, 34
90, 123, 87, 123
90, 87, 97, 90
76, 15, 73, 13
142, 133, 142, 131
71, 88, 71, 87
167, 23, 163, 23
64, 38, 62, 37
80, 168, 78, 168
106, 35, 103, 34
97, 96, 104, 100
32, 101, 31, 101
83, 34, 78, 32
91, 44, 89, 44
103, 46, 100, 45
142, 22, 138, 21
150, 169, 146, 168
124, 76, 128, 77
129, 22, 125, 22
64, 53, 61, 53
175, 21, 170, 21
20, 50, 17, 52
132, 29, 128, 28
118, 98, 124, 102
88, 141, 86, 143
115, 139, 118, 135
140, 110, 136, 113
87, 123, 85, 125
132, 84, 131, 87
89, 88, 89, 88
108, 28, 103, 28
163, 23, 158, 23
21, 104, 19, 104
150, 63, 147, 65
36, 78, 32, 79
152, 68, 149, 69
16, 69, 11, 68
115, 91, 109, 88
146, 168, 143, 169
78, 168, 76, 168
62, 63, 60, 63
62, 37, 59, 36
117, 28, 116, 26
103, 34, 98, 33
89, 44, 86, 44
138, 21, 132, 22
62, 50, 59, 49
123, 40, 116, 40
19, 34, 15, 35
170, 21, 164, 22
97, 44, 92, 43
128, 28, 123, 27
39, 141, 39, 141
97, 88, 96, 89
151, 70, 148, 70
51, 152, 52, 154
51, 152, 45, 155
143, 105, 141, 107
103, 28, 100, 27
143, 169, 140, 169
122, 88, 124, 87
124, 69, 125, 70
123, 27, 119, 26
112, 29, 108, 27
64, 26, 60, 24
59, 36, 59, 34
59, 36, 56, 34
76, 159, 73, 159
59, 49, 58, 47
98, 33, 94, 32
108, 20, 105, 18
80, 26, 78, 26
116, 26, 111, 25
86, 44, 81, 46
88, 158, 83, 158
122, 18, 118, 16
60, 57, 58, 59
116, 40, 109, 40
42, 66, 43, 69
96, 89, 97, 96
130, 88, 131, 91
148, 70, 142, 70
151, 93, 150, 93
124, 87, 129, 89
54, 127, 57, 123
65, 134, 70, 135
73, 159, 71, 161
96, 90, 102, 89
140, 169, 135, 169
100, 27, 95, 25
94, 32, 90, 30
153, 107, 148, 105
131, 13, 127, 13
145, 18, 141, 17
108, 27, 103, 27
136, 165, 132, 163
132, 74, 127, 70
99, 93, 104, 96
55, 166, 49, 163
110, 36, 107, 35
177, 18, 173, 16
29, 131, 26, 131
126, 23, 121, 23
157, 43, 153, 44
50, 64, 54, 66
158, 32, 153, 33
32, 128, 27, 129
119, 26, 113, 26
109, 40, 105, 38
142, 34, 137, 32
87, 97, 95, 101
97, 96, 99, 97
142, 70, 150, 72
83, 107, 91, 109
75, 145, 70, 139
141, 94, 140, 95
119, 115, 127, 114
103, 27, 98, 26
67, 71, 63, 70
104, 96, 112, 99
153, 44, 148, 45
173, 37, 168, 35
107, 35, 102, 34
153, 34, 148, 36
104, 94, 111, 97
61, 92, 68, 96
53, 57, 51, 54
107, 128, 104, 127
102, 61, 107, 64
129, 54, 125, 53
137, 29, 133, 29
102, 170, 98, 171
100, 61, 95, 60
68, 96, 75, 97
61, 81, 61, 80
59, 65, 58, 63
173, 26, 168, 26
92, 53, 86, 51
89, 71, 86, 76
63, 70, 60, 70
64, 72, 60, 71
148, 36, 142, 36
151, 15, 145, 16
168, 97, 166, 103
148, 45, 142, 45
102, 53, 95, 52
102, 34, 98, 32
100, 38, 94, 38
86, 48, 80, 47
92, 149, 92, 151
70, 63, 63, 63
111, 59, 106, 58
62, 92, 68, 95
86, 101, 93, 103
105, 104, 111, 107
75, 97, 77, 100
95, 112, 101, 115
171, 113, 167, 116
100, 114, 107, 116
95, 96, 102, 99
111, 92, 118, 94
94, 77, 100, 77
105, 93, 112, 95
85, 75, 89, 79
86, 51, 83, 50
170, 88, 176, 91
153, 111, 159, 111
78, 91, 74, 89
152, 112, 158, 114
137, 75, 140, 78
134, 65, 132, 66
142, 45, 138, 45
168, 26, 166, 25
123, 79, 127, 82
94, 130, 100, 132
79, 30, 73, 29
145, 45, 141, 46
160, 102, 161, 102
94, 38, 92, 36
95, 52, 89, 51
67, 36, 64, 37
98, 32, 95, 33
135, 106, 138, 108
93, 88, 89, 82
74, 97, 75, 98
88, 151, 88, 153
77, 100, 84, 102
101, 115, 110, 118
133, 93, 142, 93
122, 104, 133, 103
111, 107, 120, 109
118, 94, 127, 95
112, 126, 120, 128
93, 103, 101, 106
107, 116, 114, 118
132, 109, 141, 111
55, 110, 63, 105
100, 77, 104, 80
138, 108, 136, 101
176, 104, 174, 106
82, 93, 90, 98
122, 82, 130, 84
100, 133, 106, 135
152, 117, 162, 117
161, 102, 165, 104
162, 104, 170, 106
65, 104, 74, 107
60, 26, 56, 23
64, 44, 57, 42
89, 82, 96, 89
64, 37, 59, 33
113, 53, 108, 52
130, 71, 137, 74
134, 42, 129, 42
101, 57, 95, 55
76, 88, 67, 88
107, 145, 103, 147
150, 94, 151, 91
150, 41, 147, 41
152, 100, 152, 98
75, 108, 80, 110
137, 74, 136, 75
106, 96, 105, 91
127, 64, 125, 64
162, 117, 165, 119
91, 146, 90, 150
170, 106, 168, 103
135, 45, 129, 45
50, 31, 47, 30
62, 103, 62, 103
86, 66, 82, 67
114, 25, 111, 24
71, 142, 69, 138
176, 165, 171, 165
175, 26, 172, 26
121, 165, 118, 166
151, 47, 150, 49
108, 51, 103, 52
78, 50, 75, 52
152, 119, 157, 118
173, 156, 168, 157
108, 52, 103, 52
138, 172, 132, 171
134, 121, 143, 121
92, 106, 97, 107
81, 111, 88, 116
80, 110, 84, 117
118, 120, 125, 119
136, 75, 132, 69
150, 113, 159, 115
61, 104, 64, 104
45, 58, 39, 52
125, 64, 120, 61
30, 90, 23, 89
113, 119, 120, 121
52, 94, 50, 97
136, 83, 129, 80
70, 136, 77, 140
82, 67, 81, 70
38, 115, 39, 112
150, 49, 148, 49
41, 108, 41, 104
47, 137, 53, 141
98, 88, 103, 94
129, 45, 123, 45
117, 132, 123, 129
157, 118, 156, 118
103, 52, 99, 53
112, 72, 109, 69
116, 89, 124, 88
103, 52, 98, 53
168, 157, 166, 158
158, 159, 154, 160
28, 33, 25, 30
160, 99, 169, 100
82, 125, 88, 127
147, 101, 156, 101
103, 94, 111, 96
118, 112, 124, 110
77, 140, 70, 136
62, 107, 70, 112
125, 125, 133, 125
120, 61, 117, 66
42, 83, 44, 88
86, 151, 83, 152
137, 166, 133, 167
165, 83, 160, 81
49, 38, 45, 37
71, 33, 67, 33
166, 158, 162, 159
129, 80, 122, 83
74, 33, 71, 32
166, 48, 159, 48
53, 133, 61, 131
65, 119, 73, 123
87, 106, 97, 110
156, 101, 166, 102
96, 119, 105, 123
124, 110, 135, 110
70, 83, 79, 87
70, 136, 69, 134
101, 91, 111, 95
128, 127, 125, 132
57, 70, 66, 76
36, 113, 33, 117
37, 27, 33, 27
67, 33, 61, 31
133, 167, 128, 169
52, 93, 59, 96
51, 12, 44, 12
87, 134, 97, 132
162, 159, 157, 161
120, 101, 127, 106
35, 33, 32, 31
32, 39, 29, 37
178, 132, 173, 134
42, 120, 42, 123
113, 170, 109, 169
109, 158, 104, 158
68, 99, 77, 104
174, 158, 169, 160
37, 52, 31, 57
98, 170, 91, 170
147, 112, 155, 111
166, 102, 174, 103
101, 123, 108, 124
59, 96, 61, 93
80, 85, 87, 89
71, 64, 78, 66
120, 119, 127, 121
37, 93, 43, 98
144, 121, 152, 120
69, 134, 74, 135
68, 134, 71, 137
150, 125, 148, 128
135, 110, 138, 112
118, 111, 125, 112
86, 71, 92, 76
132, 106, 135, 107
97, 132, 100, 136
90, 78, 98, 82
78, 66, 86, 69
114, 75, 121, 79
119, 102, 127, 103
61, 71, 68, 75
153, 108, 150, 103
157, 161, 153, 162
127, 106, 135, 108
111, 95, 118, 97
101, 47, 106, 48
104, 158, 100, 160
120, 93, 127, 96
128, 169, 125, 172
61, 31, 58, 30
44, 12, 42, 11
53, 26, 49, 26
77, 104, 84, 107
134, 52, 130, 56
173, 169, 170, 171
109, 169, 106, 169
91, 100, 87, 103
179, 150, 176, 152
77, 105, 79, 103
79, 125, 86, 128
78, 96, 86, 102
81, 114, 88, 117
103, 90, 110, 95
104, 113, 111, 115
94, 86, 99, 93
140, 114, 147, 116
139, 81, 130, 80
59, 83, 66, 88
43, 98, 50, 104
135, 107, 144, 108
92, 76, 101, 78
114, 65, 123, 70
128, 56, 135, 58
110, 141, 118, 143
148, 128, 152, 128
125, 112, 125, 116
161, 92, 170, 93
86, 69, 93, 73
74, 135, 80, 137
68, 107, 76, 110
78, 133, 85, 136
84, 107, 91, 111
25, 46, 33, 52
84, 119, 81, 118
83, 71, 89, 71
46, 95, 54, 100
54, 124, 52, 125
87, 103, 88, 106
80, 79, 88, 83
123, 86, 132, 89
125, 172, 121, 173
166, 161, 162, 163
127, 96, 133, 97
29, 132, 31, 124
170, 171, 167, 172
37, 121, 43, 117
33, 28, 29, 27
135, 169, 131, 172
100, 160, 96, 163
142, 164, 138, 166
172, 115, 179, 112
121, 96, 127, 100
174, 160, 171, 160
177, 30, 173, 30
99, 25, 104, 25
140, 151, 138, 153
24, 144, 29, 147
86, 128, 94, 130
94, 123, 102, 125
65, 80, 73, 85
104, 66, 112, 70
89, 71, 97, 71
170, 93, 179, 95
88, 106, 95, 109
81, 86, 89, 90
143, 45, 152, 48
81, 19, 88, 21
50, 104, 58, 110
25, 44, 32, 50
88, 83, 96, 88
144, 108, 154, 109
145, 129, 143, 134
67, 73, 75, 78
125, 116, 129, 119
81, 118, 90, 122
33, 52, 41, 58
75, 78, 74, 80
65, 45, 60, 44
103, 53, 105, 60
18, 63, 24, 69
93, 73, 101, 76
59, 118, 66, 123
162, 163, 158, 165
40, 115, 45, 118
133, 97, 135, 102
150, 125, 153, 131
111, 124, 120, 126
168, 83, 177, 84
132, 89, 141, 91
151, 164, 147, 165
72, 24, 80, 26
47, 39, 43, 38
167, 172, 163, 174
157, 133, 152, 135
176, 169, 174, 171
119, 39, 121, 39
92, 23, 97, 24
103, 120, 98, 114
29, 147, 35, 153
126, 110, 134, 112
154, 109, 152, 112
130, 125, 138, 126
143, 101, 148, 103
58, 110, 65, 115
76, 93, 83, 98
131, 86, 137, 91
114, 87, 122, 91
123, 114, 129, 117
76, 79, 83, 83
88, 123, 96, 125
113, 139, 120, 141
76, 76, 83, 81
96, 88, 104, 92
142, 63, 151, 66
142, 129, 148, 126
160, 96, 168, 97
74, 80, 76, 78
129, 119, 137, 118
144, 93, 150, 96
45, 118, 52, 124
76, 131, 82, 133
157, 91, 163, 92
60, 44, 56, 43
105, 60, 111, 66
163, 129, 157, 133
90, 122, 96, 126
136, 91, 142, 95
141, 91, 148, 94
57, 59, 63, 65
147, 165, 143, 167
160, 148, 157, 150
72, 152, 74, 160
65, 28, 58, 27
155, 155, 151, 156
148, 153, 144, 155
98, 110, 102, 114
162, 39, 168, 38
101, 132, 109, 134
91, 116, 97, 119
28, 153, 35, 155
65, 115, 72, 120
152, 112, 160, 113
89, 132, 95, 135
83, 83, 90, 86
129, 117, 136, 119
73, 128, 80, 131
81, 84, 88, 87
21, 154, 24, 159
96, 126, 104, 128
151, 127, 154, 129
41, 51, 45, 57
151, 128, 158, 131
82, 133, 89, 135
102, 114, 108, 116
92, 147, 96, 148
128, 135, 135, 134
46, 27, 43, 27
146, 117, 149, 119
131, 84, 139, 87
96, 26, 103, 29
136, 66, 144, 67
117, 147, 124, 149
138, 53, 142, 53
136, 51, 142, 53
88, 87, 88, 82
147, 166, 144, 169
172, 127, 172, 128
128, 172, 125, 175
23, 173, 24, 175
105, 151, 112, 145
95, 149, 105, 149
102, 41, 108, 38
130, 123, 127, 123
91, 141, 97, 145
91, 138, 96, 141
127, 93, 127, 97
131, 105, 138, 107
140, 99, 147, 100
77, 169, 83, 173
88, 158, 92, 160
108, 59, 104, 58
108, 59, 104, 58
150, 69, 150, 72
21, 88, 22, 88
157, 34, 151, 40
83, 134, 87, 125
128, 129, 135, 126
43, 155, 45, 155
25, 40, 31, 46
97, 70, 94, 73
168, 139, 174, 147
25, 51, 32, 59
25, 146, 29, 144
31, 35, 26, 29
36, 128, 41, 127
110, 133, 115, 137
142, 73, 145, 73
29, 144, 35, 143
46, 164, 47, 166
72, 146, 68, 150
28, 164, 32, 168
114, 17, 120, 17
151, 162, 152, 163
174, 147, 174, 153
110, 134, 112, 132
127, 92, 128, 90
58, 149, 62, 151
28, 168, 30, 169
129, 155, 132, 158
53, 156, 57, 158
157, 56, 162, 55
150, 100, 147, 98
138, 72, 143, 75
80, 171, 83, 169
140, 160, 143, 163
140, 159, 143, 164
34, 157, 35, 157
87, 137, 93, 137
120, 89, 126, 90
128, 143, 135, 144
64, 163, 69, 167
170, 100, 165, 99
105, 100, 110, 102
35, 36, 38, 32
121, 160, 127, 160
91, 105, 89, 104
130, 84, 136, 84
117, 139, 124, 143
69, 103, 75, 106
65, 106, 73, 109
78, 115, 85, 117
64, 97, 71, 101
88, 64, 95, 68
78, 48, 84, 51
143, 39, 151, 39
99, 140, 105, 141
114, 70, 121, 73
94, 50, 101, 53
99, 75, 106, 78
78, 53, 85, 56
119, 56, 126, 57
77, 103, 78, 104
142, 66, 149, 67
148, 90, 155, 91
97, 95, 98, 95
108, 68, 115, 71
66, 67, 74, 71
137, 54, 144, 56
63, 51, 68, 56
40, 34, 48, 38
127, 65, 134, 67
153, 82, 155, 82
138, 76, 145, 77
116, 49, 123, 51
116, 50, 123, 51
140, 163, 147, 163
91, 39, 99, 42
154, 79, 162, 79
90, 145, 87, 152
113, 40, 120, 43
105, 67, 113, 70
98, 23, 105, 26
102, 14, 109, 16
67, 82, 74, 86
147, 15, 154, 17
109, 25, 116, 27
137, 171, 143, 176
114, 31, 121, 32
138, 37, 140, 36
117, 27, 125, 30
159, 140, 167, 142
100, 87, 106, 91
162, 75, 159, 74
152, 64, 160, 65
119, 18, 127, 21
89, 114, 96, 117
110, 17, 117, 20
137, 20, 144, 21
136, 84, 145, 85
84, 51, 92, 54
120, 102, 127, 101
66, 144, 70, 145
75, 107, 82, 110
95, 68, 103, 70
149, 29, 156, 30
114, 59, 120, 63
168, 99, 176, 99
83, 84, 91, 84
99, 63, 107, 65
74, 71, 82, 75
149, 67, 158, 68
111, 31, 119, 33
126, 57, 134, 58
85, 56, 92, 59
80, 114, 86, 116
80, 42, 88, 44
105, 26, 113, 29
112, 74, 120, 77
123, 51, 131, 53
123, 51, 131, 53
113, 70, 120, 73
120, 43, 128, 46
140, 36, 148, 38
97, 105, 95, 108
145, 77, 151, 78
20, 108, 22, 111
57, 52, 64, 56
58, 60, 59, 66
116, 27, 125, 29
118, 28, 126, 31
167, 89, 163, 92
122, 173, 130, 175
109, 16, 117, 19
127, 21, 132, 21
123, 14, 130, 18
131, 26, 140, 27
68, 131, 74, 133
91, 81, 97, 83
92, 54, 97, 57
103, 70, 110, 73
124, 99, 129, 99
36, 112, 43, 115
82, 124, 87, 124
66, 86, 73, 89
119, 33, 125, 35
37, 77, 42, 80
159, 89, 165, 88
127, 89, 134, 90
92, 131, 99, 132
121, 62, 127, 63
82, 75, 88, 78
18, 76, 24, 80
36, 68, 42, 73
81, 74, 88, 78
80, 112, 84, 113
72, 116, 79, 119
156, 30, 163, 31
131, 122, 138, 124
82, 105, 88, 106
51, 35, 58, 38
33, 80, 39, 84
127, 44, 133, 45
75, 61, 81, 64
86, 116, 90, 117
89, 62, 95, 65
120, 77, 127, 78
43, 45, 48, 47
128, 46, 134, 50
92, 59, 98, 61
148, 38, 154, 39
120, 73, 127, 75
119, 47, 126, 49
158, 68, 164, 69
131, 53, 137, 55
76, 92, 81, 89
134, 58, 139, 57
96, 41, 103, 42
113, 29, 119, 30
114, 81, 122, 82
154, 46, 161, 46
167, 31, 173, 32
100, 93, 106, 95
56, 41, 63, 44
83, 134, 88, 137
72, 70, 78, 74
31, 55, 38, 58
74, 50, 80, 53
52, 116, 59, 119
18, 21, 25, 24
130, 35, 137, 38
125, 29, 131, 31
94, 23, 100, 27
167, 147, 174, 147
75, 89, 82, 90
98, 31, 104, 34
125, 23, 132, 24
89, 141, 93, 144
64, 166, 64, 167
105, 15, 113, 16
163, 18, 169, 19
160, 78, 162, 77
168, 129, 176, 130
76, 29, 83, 32
46, 149, 40, 145
141, 34, 146, 35
84, 53, 91, 55
59, 113, 66, 114
27, 43, 33, 46
140, 27, 147, 27
121, 84, 116, 86
155, 160, 162, 161
62, 75, 68, 77
43, 146, 40, 142
130, 18, 137, 20
144, 161, 151, 159
29, 90, 34, 94
89, 81, 96, 84
112, 30, 119, 32
117, 17, 124, 20
97, 83, 105, 86
133, 114, 141, 116
110, 73, 117, 75
138, 134, 146, 134
26, 62, 33, 67
97, 57, 104, 58
134, 91, 143, 90
149, 86, 155, 87
61, 128, 64, 131
138, 124, 146, 126
85, 140, 92, 143
129, 99, 132, 106
67, 101, 74, 103
90, 67, 96, 70
94, 46, 101, 49
95, 65, 101, 69
103, 42, 110, 45
119, 30, 126, 32
142, 146, 149, 146
133, 104, 139, 101
134, 50, 141, 52
80, 64, 87, 66
154, 39, 162, 41
163, 31, 169, 32
66, 114, 74, 116
127, 75, 133, 77
139, 57, 146, 59
34, 60, 41, 64
104, 34, 110, 36
