x1, y1, x2, y2, d, a, t, dc
87, 66, 77, 129, 63.789, 2.984, 7, 0.157
95, 66, 96, 70, 4.123, -2.897, 7, 0.243
74, 69, 59, 79, 18.028, 2.159, 7, 0.832
102, 72, 103, 72, 1.200, -1.571, 7, 1.000
112, 79, 126, 50, 32.166, -0.475, 7, 0.458
104, 84, 127, 51, 39.850, -0.621, 7, 0.582
46, 93, 48, 97, 4.472, -2.678, 7, 0.447
48, 101, 136, 56, 99.479, -1.103, 7, 0.893
48, 111, 87, 141, 49.944, -2.218, 7, 0.798
79, 144, 84, 150, 7.810, -2.447, 7, 0.640
79, 148, 80, 135, 13.038, -0.077, 7, 0.077
116, 38, 117, 40, 2.683, -2.678, 7, 0.447
106, 42, 127, 52, 22.540, -2.030, 7, 0.896
118, 42, 106, 73, 33.428, 2.774, 7, 0.359
127, 42, 133, 47, 7.658, -2.282, 7, 0.757
117, 44, 118, 47, 2.631, -2.989, 7, 0.152
126, 44, 105, 50, 21.734, 1.831, 7, 0.966
38, 48, 105, 70, 71.013, -1.893, 7, 0.948
43, 48, 40, 54, 6.462, 2.761, 7, 0.371
87, 48, 88, 53, 5.016, -3.062, 7, 0.080
116, 48, 114, 48, 2.400, 1.571, 7, 1.000
45, 49, 44, 55, 6.119, 2.944, 7, 0.196
79, 50, 75, 52, 4.327, 2.159, 7, 0.832
111, 51, 110, 50, 1.697, 0.785, 7, 0.707
108, 55, 106, 56, 1.697, 2.356, 7, 0.707
129, 58, 136, 57, 7.299, -1.406, 7, 0.986
50, 60, 53, 73, 13.257, -2.944, 7, 0.196
81, 60, 92, 44, 18.640, -0.602, 7, 0.567
108, 60, 39, 57, 69.065, 1.527, 7, 0.999
112, 60, 112, 62, 2.154, 2.761, 7, 0.371
58, 61, 61, 72, 11.063, -2.923, 7, 0.217
85, 62, 85, 61, 1.414, 0.142, 7, 0.141
76, 66, 81, 70, 6.788, -2.356, 7, 0.707
99, 66, 100, 67, 2.065, -2.521, 7, 0.581
103, 68, 81, 36, 39.276, 0.601, 7, 0.565
130, 74, 132, 79, 4.948, -2.897, 7, 0.243
60, 75, 31, 39, 46.696, 0.670, 7, 0.621
102, 81, 104, 85, 3.945, -2.610, 7, 0.507
45, 93, 48, 97, 4.327, -2.554, 7, 0.555
48, 111, 114, 37, 99.455, -0.726, 7, 0.664
73, 123, 85, 142, 22.642, -2.583, 7, 0.530
125, 44, 74, 84, 64.327, 2.229, 7, 0.791
115, 48, 123, 57, 12.219, -2.356, 7, 0.707
135, 50, 132, 47, 4.073, 0.785, 7, 0.707
74, 54, 73, 59, 4.554, 2.820, 7, 0.316
99, 54, 42, 48, 57.752, 1.454, 7, 0.993
48, 56, 66, 75, 25.851, -2.422, 7, 0.659
95, 57, 96, 60, 3.220, -2.678, 7, 0.447
92, 61, 90, 61, 1.440, 1.571, 7, 1.000
51, 63, 108, 49, 57.967, -1.320, 7, 0.969
99, 66, 102, 68, 3.411, -2.257, 7, 0.774
89, 67, 83, 155, 87.546, 3.070, 7, 0.072
103, 69, 127, 49, 30.800, -0.859, 7, 0.757
129, 73, 131, 77, 4.653, -2.761, 7, 0.371
82, 74, 66, 103, 32.567, 2.625, 7, 0.494
103, 76, 102, 77, 1.812, 1.955, 7, 0.927
46, 93, 47, 96, 3.220, -2.678, 7, 0.447
63, 97, 60, 98, 3.394, 1.713, 7, 0.990
124, 55, 129, 34, 21.784, -0.212, 7, 0.210
81, 58, 58, 83, 33.570, 2.378, 7, 0.692
58, 62, 53, 69, 8.640, 2.498, 7, 0.600
84, 62, 89, 74, 13.160, -2.737, 7, 0.394
70, 63, 69, 65, 2.444, 2.356, 7, 0.707
98, 65, 100, 67, 2.444, -2.356, 7, 0.707
65, 69, 31, 34, 49.346, 0.779, 7, 0.702
95, 69, 95, 72, 2.880, 3.142, 7, 0.000
100, 70, 101, 76, 5.464, -2.820, 7, 0.316
60, 74, 57, 84, 10.929, 2.820, 7, 0.316
76, 129, 34, 142, 43.823, 1.858, 7, 0.959
109, 64, 90, 74, 22.325, 2.041, 7, 0.891
89, 66, 85, 68, 4.637, 2.034, 7, 0.894
95, 70, 89, 74, 7.476, 2.159, 7, 0.832
87, 76, 90, 66, 11.111, -0.265, 7, 0.262
101, 80, 103, 85, 4.637, -2.678, 7, 0.447
64, 97, 76, 129, 34.321, -2.783, 7, 0.351
99, 79, 102, 84, 5.564, -2.678, 7, 0.447

