x1, y1, x2, y2, d, a, t, dc
176, 30, 133, 52, 47.435, 2.050, 6, 0.888
126, 31, 127, 35, 3.474, -3.026, 6, 0.115
32, 33, 59, 4, 39.923, -0.774, 6, 0.699
164, 37, 25, 152, 180.031, 2.260, 6, 0.772
39, 41, 3, 176, 139.102, 2.878, 6, 0.261
45, 42, 42, 49, 7.123, 2.722, 6, 0.408
122, 47, 99, 66, 29.476, 2.239, 6, 0.785
102, 53, 127, 35, 30.568, -0.954, 6, 0.816
106, 54, 104, 54, 2.091, 1.564, 6, 1.000
54, 56, 52, 62, 7.238, 2.828, 6, 0.308
29, 64, 29, 69, 5.149, -3.102, 6, 0.040
103, 64, 103, 68, 4.164, -2.969, 6, 0.171
129, 68, 130, 73, 4.780, -2.969, 6, 0.171
129, 68, 130, 73, 4.780, -2.969, 6, 0.171
103, 70, 121, 43, 32.442, -0.593, 6, 0.559
36, 73, 77, 83, 42.151, -1.805, 6, 0.973
45, 98, 59, 97, 13.663, -1.513, 6, 0.998
24, 127, 29, 134, 8.080, -2.600, 6, 0.515
80, 128, 83, 135, 7.287, -2.607, 6, 0.509
106, 158, 87, 2, 156.965, 0.124, 6, 0.124
86, 4, 82, 5, 3.466, 1.751, 6, 0.984
137, 20, 138, 22, 2.439, -3.022, 6, 0.119
111, 25, 110, 27, 2.639, 2.765, 6, 0.368
103, 47, 101, 50, 3.244, 2.537, 6, 0.568
82, 55, 81, 60, 5.503, 3.055, 6, 0.086
78, 58, 84, 65, 9.413, -2.435, 6, 0.649
60, 59, 30, 32, 40.531, 0.839, 6, 0.744
182, 60, 182, 63, 2.565, 2.965, 6, 0.176
66, 62, 115, 66, 49.100, -1.650, 6, 0.997
94, 66, 95, 68, 3.077, -2.719, 6, 0.410
100, 67, 100, 71, 4.493, -2.966, 6, 0.175
83, 69, 83, 74, 5.370, 3.117, 6, 0.024
87, 70, 87, 76, 6.014, 3.080, 6, 0.061
74, 139, 83, 135, 10.038, -1.145, 6, 0.911
74, 139, 17, 144, 57.363, 1.664, 6, 0.996
164, 8, 162, 10, 2.718, 2.143, 6, 0.841
133, 24, 5, 3, 130.574, 1.410, 6, 0.987
133, 47, 133, 52, 4.251, -3.077, 6, 0.064
71, 58, 70, 64, 5.725, 3.118, 6, 0.024
109, 60, 108, 62, 2.257, 2.865, 6, 0.273
90, 61, 171, 13, 93.610, -1.042, 6, 0.863
68, 117, 5, 66, 81.516, 0.896, 6, 0.781
144, 176, 144, 176, 0.148, 2.927, 6, 0.213
81, 18, 81, 22, 4.215, -3.119, 6, 0.023
163, 20, 163, 22, 2.471, 2.919, 6, 0.220
123, 40, 123, 40, 0.823, -1.632, 6, 0.998
114, 48, 113, 50, 1.985, 2.877, 6, 0.262
84, 52, 132, 43, 48.007, -1.385, 6, 0.983
27, 62, 74, 4, 74.613, -0.682, 6, 0.631
125, 14, 122, 13, 2.695, 1.127, 6, 0.903
93, 21, 108, 54, 35.903, -2.716, 6, 0.413
103, 24, 104, 27, 2.364, -2.881, 6, 0.257
135, 33, 133, 34, 3.121, 2.128, 6, 0.849
68, 53, 24, 8, 63.451, 0.769, 6, 0.696
54, 64, 28, 23, 48.743, 0.555, 6, 0.527
115, 18, 118, 22, 5.097, -2.447, 6, 0.640
115, 18, 27, 19, 87.643, 1.580, 6, 1.000
171, 25, 46, 94, 142.764, 2.070, 6, 0.878
130, 173, 128, 174, 1.754, 1.931, 6, 0.936
11, 176, 7, 176, 4.643, 1.708, 6, 0.991
38, 51, 37, 56, 4.956, 3.031, 6, 0.110
23, 20, 19, 22, 4.106, 2.060, 6, 0.883
147, 38, 147, 37, 1.108, -0.097, 6, 0.097
87, 2, 84, 3, 2.945, 2.089, 7, 0.869
5, 3, 2, 3, 2.572, 1.658, 7, 0.996
5, 3, 2, 3, 2.572, 1.658, 7, 0.996
67, 3, 129, 24, 65.876, -1.910, 7, 0.943
14, 10, 84, 3, 70.788, -1.483, 7, 0.996
132, 10, 132, 13, 2.459, 3.126, 7, 0.015
116, 11, 32, 17, 84.021, 1.644, 7, 0.997
124, 11, 126, 14, 3.093, -2.764, 7, 0.369
135, 12, 9, 11, 126.312, 1.563, 7, 1.000
27, 19, 128, 38, 102.008, -1.758, 7, 0.983
120, 18, 122, 21, 2.905, -2.718, 7, 0.411
124, 19, 163, 16, 39.563, -1.504, 7, 0.998
174, 21, 170, 16, 6.132, 0.647, 7, 0.603
28, 23, 111, 14, 83.535, -1.464, 7, 0.994
30, 32, 27, 29, 4.085, 0.645, 7, 0.601
132, 43, 133, 47, 4.064, -2.890, 7, 0.249
132, 43, 133, 47, 4.064, -2.890, 7, 0.249
121, 43, 33, 28, 89.096, 1.392, 7, 0.984
79, 49, 77, 70, 21.104, 3.045, 7, 0.096
88, 57, 42, 47, 47.103, 1.366, 7, 0.979
114, 57, 114, 59, 1.971, 2.923, 7, 0.217
28, 60, 184, 84, 157.474, -1.724, 7, 0.988
104, 60, 126, 50, 24.813, -1.154, 7, 0.914
81, 65, 81, 70, 4.881, 3.130, 7, 0.012
81, 65, 81, 70, 4.881, 3.130, 7, 0.012
84, 65, 85, 67, 2.495, -2.934, 7, 0.206
99, 66, 83, 56, 18.924, 1.031, 7, 0.858
74, 68, 74, 76, 8.041, -3.139, 7, 0.002
105, 78, 89, 7, 72.842, 0.227, 7, 0.225
184, 81, 58, 85, 126.093, 1.605, 7, 0.999
106, 82, 83, 74, 24.353, 1.239, 7, 0.946
76, 129, 80, 135, 6.884, -2.610, 7, 0.507
12, 5, 89, 7, 76.448, -1.602, 7, 1.000
17, 7, 32, 23, 21.056, -2.376, 7, 0.693
17, 7, 14, 13, 6.461, 2.654, 7, 0.468
65, 16, 61, 72, 56.405, 3.078, 7, 0.064
175, 17, 106, 49, 75.846, 2.007, 7, 0.907
83, 21, 101, 30, 20.924, -2.040, 7, 0.892
133, 22, 101, 42, 37.553, 2.139, 7, 0.843
76, 27, 101, 69, 48.579, -2.597, 7, 0.518
81, 33, 81, 36, 3.010, -3.120, 7, 0.022
127, 35, 128, 38, 2.858, -2.758, 7, 0.374
127, 35, 28, 21, 99.297, 1.436, 7, 0.991
30, 38, 89, 15, 62.990, -1.197, 7, 0.931
90, 51, 89, 54, 3.136, 2.899, 7, 0.240
99, 53, 98, 56, 3.143, 2.991, 7, 0.150
104, 54, 102, 54, 1.942, 1.941, 7, 0.932
108, 54, 71, 6, 60.389, 0.655, 7, 0.609
92, 59, 91, 61, 2.302, 2.709, 7, 0.419
107, 59, 77, 70, 31.773, 1.928, 7, 0.937
81, 60, 81, 66, 6.023, -3.124, 7, 0.018
52, 62, 68, 64, 16.151, -1.651, 7, 0.997
26, 65, 31, 155, 90.670, -3.096, 7, 0.045
5, 66, 59, 98, 63.185, -2.095, 7, 0.866
103, 68, 103, 72, 3.414, -3.134, 7, 0.008
60, 75, 58, 74, 2.133, 1.106, 7, 0.894
102, 81, 103, 85, 4.309, -2.903, 7, 0.236
29, 134, 34, 142, 9.166, -2.538, 7, 0.568
15, 3, 93, 45, 88.168, -2.064, 7, 0.881
74, 4, 71, 6, 3.816, 2.271, 7, 0.765
59, 4, 100, 12, 41.366, -1.765, 7, 0.981
59, 4, 56, 8, 4.713, 2.338, 7, 0.720
82, 5, 77, 8, 6.173, 2.035, 7, 0.894
162, 10, 175, 18, 15.357, -2.180, 7, 0.820
108, 23, 74, 28, 34.070, 1.732, 7, 0.987
138, 22, 138, 24, 1.734, -2.635, 7, 0.485
42, 49, 40, 56, 6.928, 2.826, 7, 0.310
124, 54, 124, 58, 3.509, -3.112, 7, 0.030
182, 63, 181, 65, 2.528, 2.919, 7, 0.221
29, 69, 31, 155, 86.254, -3.124, 7, 0.018
66, 70, 65, 76, 6.610, 3.022, 7, 0.119
100, 71, 101, 75, 3.952, -2.969, 7, 0.172
130, 73, 120, 25, 48.500, 0.204, 7, 0.203
83, 74, 107, 73, 24.229, -1.516, 7, 0.998
48, 101, 165, 24, 140.645, -0.986, 7, 0.834
83, 135, 88, 140, 7.286, -2.523, 7, 0.580
83, 135, 88, 140, 7.286, -2.523, 7, 0.580
25, 152, 84, 152, 58.697, -1.578, 7, 1.000
116, 169, 144, 25, 146.542, -0.189, 7, 0.188
125, 170, 70, 65, 117.750, 0.485, 7, 0.466
110, 27, 111, 31, 3.422, -2.912, 7, 0.228
110, 27, 111, 31, 3.422, -2.912, 7, 0.228
34, 34, 30, 39, 6.180, 2.499, 7, 0.599
113, 50, 116, 52, 2.899, -2.221, 7, 0.796
94, 55, 95, 60, 4.816, -2.974, 7, 0.167
70, 64, 70, 62, 2.337, 0.293, 7, 0.289
90, 67, 90, 72, 5.537, -3.094, 7, 0.047
95, 68, 95, 74, 5.181, -3.058, 7, 0.084
17, 144, 77, 129, 61.529, -1.322, 7, 0.969
17, 144, 77, 129, 61.529, -1.322, 7, 0.969
133, 34, 133, 38, 3.229, -2.997, 7, 0.145
133, 52, 135, 56, 4.906, -2.882, 7, 0.256
133, 52, 135, 56, 4.906, -2.882, 7, 0.256
144, 176, 142, 176, 1.165, 1.838, 7, 0.964
144, 176, 142, 176, 1.165, 1.838, 7, 0.964
24, 8, 21, 13, 6.505, 2.688, 7, 0.438
94, 11, 94, 13, 1.937, -3.039, 7, 0.102
94, 11, 94, 13, 1.937, -3.039, 7, 0.102
122, 13, 126, 17, 5.340, -2.487, 7, 0.609
81, 22, 80, 24, 1.762, 2.518, 7, 0.584
118, 22, 120, 25, 4.220, -2.686, 7, 0.440
94, 54, 92, 55, 1.884, 2.120, 7, 0.853
94, 54, 92, 55, 1.884, 2.120, 7, 0.853
76, 56, 76, 60, 4.080, -3.111, 7, 0.031
7, 176, 8, 177, 1.883, -2.107, 7, 0.860
104, 27, 101, 28, 3.558, 2.151, 7, 0.837
158, 17, 78, 64, 92.944, 2.109, 7, 0.859
127, 53, 128, 55, 2.160, -2.758, 7, 0.374
37, 56, 37, 63, 6.737, 3.052, 7, 0.089
115, 66, 115, 66, 0.462, 2.928, 7, 0.212
147, 37, 148, 38, 0.805, -2.704, 7, 0.423
56, 37, 54, 40, 3.668, 2.640, 7, 0.481

