x1, y1, x2, y2, d, a, t
76, 93, 76, 109, 16.131, -3.124, 35
80, 49, 78, 40, 9.220, 0.219, 36
96, 49, 106, 47, 10.663, -1.432, 36
104, 140, 111, 140, 7.000, -1.571, 36
74, 111, 70, 103, 8.431, 0.389, 36
87, 46, 87, 39, 7.200, 0.000, 36
48, 100, 44, 91, 10.585, 0.388, 36
129, 77, 136, 79, 7.343, -1.768, 36
128, 74, 135, 76, 7.343, -1.768, 36
105, 64, 99, 57, 9.221, 0.675, 36
135, 109, 145, 110, 10.182, -1.713, 36
113, 74, 111, 64, 10.748, 0.167, 36
119, 63, 122, 53, 10.292, -0.313, 36
145, 118, 146, 110, 7.740, -0.124, 36
63, 50, 70, 55, 8.947, -2.150, 36
72, 69, 82, 70, 9.612, -1.721, 36
133, 110, 133, 100, 9.793, -0.015, 36
114, 101, 114, 108, 7.258, 3.142, 36
87, 43, 101, 39, 14.560, -1.292, 37
97, 52, 112, 46, 16.634, -1.253, 37
99, 50, 108, 37, 15.811, -0.606, 37
107, 84, 110, 68, 15.966, -0.215, 37
126, 85, 136, 80, 11.739, -1.168, 37
90, 49, 104, 43, 15.524, -1.188, 37
67, 39, 55, 39, 12.000, 1.571, 37
111, 72, 116, 56, 16.322, -0.298, 37
127, 70, 138, 64, 12.355, -1.064, 37
133, 135, 122, 131, 11.347, 1.185, 37
98, 50, 112, 43, 15.483, -1.072, 37
111, 54, 116, 44, 10.733, -0.464, 37
124, 86, 136, 81, 12.434, -1.122, 37
63, 51, 72, 64, 15.646, -2.575, 37
125, 86, 133, 79, 10.404, -0.844, 37
105, 83, 93, 79, 12.303, 1.212, 37
59, 51, 53, 67, 16.855, 2.793, 37
103, 69, 111, 55, 16.015, -0.517, 37
99, 86, 109, 73, 16.464, -0.641, 37
129, 93, 144, 99, 15.619, -1.968, 37
131, 151, 139, 141, 13.151, -0.721, 38
134, 59, 131, 45, 14.318, 0.211, 38
131, 58, 147, 61, 16.279, -1.756, 38
134, 150, 144, 133, 19.349, -0.519, 38
93, 79, 82, 93, 18.028, 2.443, 38
134, 58, 147, 56, 13.416, -1.391, 38
125, 141, 141, 152, 19.118, -2.176, 38
136, 79, 152, 86, 17.181, -2.003, 38
144, 99, 150, 84, 16.490, -0.372, 38
157, 54, 160, 42, 12.369, -0.245, 39
152, 60, 154, 47, 13.153, -0.153, 39
140, 68, 139, 50, 17.618, 0.045, 39
123, 105, 131, 113, 11.314, -2.356, 39
132, 51, 140, 60, 11.879, -2.356, 39
122, 98, 129, 109, 12.487, -2.585, 39
105, 116, 118, 116, 12.482, -1.590, 39
79, 92, 63, 89, 16.100, 1.391, 39
122, 122, 115, 135, 14.612, 2.611, 39
135, 133, 151, 140, 16.780, -1.942, 39
89, 101, 103, 102, 13.344, -1.574, 39
119, 105, 132, 110, 14.334, -1.962, 39
101, 93, 116, 100, 16.581, -2.039, 39
77, 56, 76, 69, 13.038, 3.065, 40
150, 123, 139, 116, 12.122, 1.018, 40
98, 79, 111, 83, 13.161, -1.864, 40
100, 90, 109, 92, 8.736, -1.849, 40
113, 108, 124, 111, 11.373, -1.928, 40
91, 93, 77, 93, 13.478, 1.571, 40
101, 103, 90, 99, 11.712, 1.193, 40
111, 111, 105, 101, 12.091, 0.540, 40
106, 79, 114, 65, 16.216, -0.446, 41
99, 43, 106, 44, 7.071, -1.713, 42
98, 43, 106, 48, 9.675, -2.090, 42
87, 55, 99, 55, 11.402, -1.553, 42
95, 55, 102, 56, 7.047, -1.728, 42
107, 85, 110, 99, 14.664, -2.932, 43
147, 93, 151, 82, 11.705, -0.349, 44
60, 114, 35, 117, 25.179, 1.690, 45
76, 88, 61, 85, 15.297, 1.373, 48
61, 85, 49, 94, 15.367, 2.246, 49
102, 135, 90, 142, 14.324, 2.117, 49
74, 140, 84, 133, 12.093, -0.974, 50
92, 132, 96, 146, 14.055, -2.865, 50
48, 81, 38, 88, 12.369, 2.253, 51
68, 87, 64, 76, 10.690, 0.304, 51
67, 94, 76, 83, 14.025, -0.727, 51
85, 118, 80, 128, 11.180, 2.678, 51
84, 132, 96, 139, 13.994, -2.111, 51
44, 64, 56, 71, 13.153, -2.062, 51
61, 122, 61, 111, 11.402, 0.018, 51
66, 93, 56, 83, 14.255, 0.785, 51
77, 106, 80, 119, 12.640, -2.963, 51
76, 118, 76, 127, 9.133, -3.089, 51
87, 120, 79, 129, 12.221, 2.440, 51
88, 79, 86, 67, 11.908, 0.135, 52
83, 90, 73, 89, 9.587, 1.496, 52
52, 48, 58, 42, 8.485, -0.785, 52
79, 79, 77, 67, 11.895, 0.121, 52
91, 85, 91, 77, 8.202, 0.024, 52
70, 57, 66, 47, 10.967, 0.405, 52
76, 83, 73, 74, 9.107, 0.322, 52
68, 40, 71, 49, 9.487, -2.820, 53
59, 42, 58, 32, 10.050, 0.100, 53
59, 46, 57, 36, 10.198, 0.197, 53
72, 46, 70, 35, 11.180, 0.180, 53
48, 47, 47, 37, 10.050, 0.100, 53
61, 58, 58, 49, 9.487, 0.322, 53
86, 67, 84, 56, 11.180, 0.180, 53
35, 68, 33, 59, 9.220, 0.219, 53
69, 79, 66, 71, 8.544, 0.359, 53
79, 84, 76, 75, 9.487, 0.322, 53
37, 122, 35, 115, 7.280, 0.278, 53
43, 139, 40, 132, 7.616, 0.405, 53
67, 39, 65, 32, 7.912, 0.282, 53
48, 46, 46, 37, 9.675, 0.124, 53
54, 49, 52, 38, 10.866, 0.111, 53
52, 51, 51, 42, 9.675, 0.124, 53
68, 56, 66, 46, 10.673, 0.227, 53
37, 64, 38, 56, 8.485, -0.142, 53
72, 82, 68, 73, 10.253, 0.359, 53
56, 87, 53, 79, 8.961, 0.356, 53
56, 111, 54, 103, 8.736, 0.278, 53
43, 139, 40, 132, 7.589, 0.322, 53
48, 53, 49, 61, 7.924, -3.111, 53
82, 59, 77, 66, 8.617, 2.511, 53
66, 83, 64, 73, 10.182, 0.142, 53
76, 102, 72, 93, 9.660, 0.464, 53
66, 82, 66, 72, 10.368, 0.000, 53
76, 101, 72, 93, 9.273, 0.464, 53
31, 45, 37, 37, 10.000, -0.644, 54
66, 55, 63, 42, 13.342, 0.227, 54
69, 55, 68, 45, 9.419, 0.064, 54
52, 63, 50, 76, 13.153, 2.989, 54
35, 84, 38, 91, 7.962, -2.700, 54
52, 68, 49, 76, 9.139, 2.737, 54
67, 73, 55, 74, 12.692, 1.615, 54
72, 93, 67, 84, 10.733, 0.464, 54
66, 72, 70, 61, 11.456, -0.376, 54
48, 72, 48, 63, 8.693, -0.111, 59
136, 120, 119, 120, 17.538, 1.516, 65
32, 107, 43, 97, 14.866, -0.833, 74
54, 76, 46, 61, 17.000, 0.490, 75
42, 87, 50, 79, 11.463, -0.822, 75
39, 78, 48, 86, 12.577, -2.302, 75
31, 134, 47, 127, 17.464, -1.158, 76
50, 79, 48, 94, 14.993, 2.981, 76
47, 58, 53, 53, 7.810, -0.876, 77
48, 64, 52, 56, 8.944, -0.464, 77
42, 65, 47, 59, 7.810, -0.695, 77
31, 102, 40, 94, 12.042, -0.844, 77
38, 110, 45, 104, 9.220, -0.862, 77
32, 122, 39, 117, 8.602, -0.951, 77
32, 126, 40, 121, 9.434, -1.012, 77
37, 110, 45, 104, 10.323, -0.951, 77
47, 59, 58, 60, 11.045, -1.661, 78
44, 64, 55, 68, 12.033, -1.945, 78
45, 128, 53, 116, 14.422, -0.588, 78
40, 90, 50, 99, 13.408, -2.344, 78
50, 130, 47, 120, 11.323, 0.305, 78
50, 126, 44, 115, 12.880, 0.464, 78
50, 125, 34, 128, 16.279, 1.756, 79
58, 43, 42, 37, 17.839, 1.228, 79
48, 103, 58, 115, 15.467, -2.439, 79
59, 96, 47, 111, 18.862, 2.449, 79
61, 112, 74, 109, 13.276, -1.352, 79
60, 115, 76, 105, 18.691, -0.983, 79
70, 99, 79, 115, 17.648, -2.639, 79
45, 115, 39, 105, 11.662, 0.540, 80
57, 121, 47, 133, 15.620, 2.447, 80
40, 151, 39, 133, 18.028, 0.055, 80
57, 121, 50, 131, 12.402, 2.482, 80
37, 150, 36, 135, 15.048, 0.080, 80
79, 148, 90, 142, 12.167, -1.129, 81
41, 61, 49, 56, 9.402, -1.060, 81
32, 72, 37, 60, 13.078, -0.409, 81
42, 81, 52, 85, 10.770, -1.951, 81
72, 44, 67, 56, 12.632, 2.735, 81
50, 111, 58, 105, 10.397, -0.933, 81
87, 147, 99, 139, 14.178, -0.978, 81
77, 132, 84, 142, 12.387, -2.521, 81
44, 75, 46, 85, 10.577, -2.874, 82
73, 94, 61, 96, 11.968, 1.739, 82
36, 64, 45, 73, 12.728, -2.356, 82
62, 72, 50, 69, 12.238, 1.373, 82
42, 94, 36, 86, 10.651, 0.598, 82
76, 98, 66, 89, 14.318, 0.855, 82
51, 100, 56, 92, 9.770, -0.486, 82
53, 82, 62, 84, 8.811, -1.768, 82
56, 60, 46, 55, 11.180, 1.107, 83
68, 67, 63, 57, 10.772, 0.387, 83
60, 69, 63, 79, 10.440, -2.850, 83
62, 85, 60, 93, 8.733, 2.967, 83
50, 106, 39, 102, 11.705, 1.222, 83
67, 85, 60, 88, 7.232, 2.018, 84
64, 47, 69, 44, 5.831, -1.030, 85
84, 47, 77, 47, 7.000, 1.571, 85
93, 56, 89, 60, 5.823, 2.449, 85
54, 87, 51, 93, 6.944, 2.825, 85
63, 88, 57, 86, 6.325, 1.249, 85
59, 89, 61, 83, 6.440, -0.464, 85
95, 53, 97, 50, 4.073, -0.785, 86
62, 82, 65, 86, 4.888, -2.356, 86
70, 91, 69, 100, 9.266, 3.046, 89
101, 108, 93, 113, 9.378, 2.232, 89
89, 155, 92, 142, 12.835, -0.249, 89
77, 104, 66, 114, 14.866, 2.309, 89
58, 116, 49, 120, 9.849, 1.989, 89
62, 111, 69, 105, 9.138, -0.826, 89
80, 79, 90, 75, 10.028, -1.204, 89
95, 110, 84, 104, 12.228, 1.023, 89
86, 119, 89, 131, 11.875, -2.897, 89
89, 129, 77, 125, 12.303, 1.212, 89
85, 76, 70, 82, 15.668, 1.969, 90
93, 142, 105, 141, 11.642, -1.426, 90
73, 130, 66, 116, 15.778, 0.457, 90
86, 78, 87, 93, 15.012, -3.102, 90
66, 114, 66, 123, 9.843, -3.117, 90
70, 90, 69, 104, 13.714, 3.072, 90
77, 135, 66, 123, 16.631, 0.785, 90
86, 65, 83, 78, 12.796, 2.873, 90
87, 70, 81, 80, 11.283, 2.571, 90
120, 151, 126, 146, 7.810, -0.876, 91
112, 149, 120, 146, 8.544, -1.212, 91
138, 85, 142, 79, 7.529, -0.691, 91
83, 89, 84, 97, 9.133, -2.925, 91
107, 155, 116, 156, 9.055, -1.681, 91
106, 136, 117, 141, 12.083, -1.997, 91
104, 100, 109, 93, 8.602, -0.620, 91
135, 101, 140, 92, 10.296, -0.507, 91
72, 118, 79, 114, 8.237, -1.064, 91
99, 76, 110, 76, 11.000, -1.571, 91
123, 148, 129, 144, 7.225, -0.844, 91
122, 144, 128, 135, 10.323, -0.620, 91
117, 145, 122, 138, 8.455, -0.604, 91
148, 78, 151, 71, 7.338, -0.305, 91
138, 94, 144, 84, 11.525, -0.548, 91
135, 100, 136, 93, 7.810, -0.051, 91
133, 104, 138, 98, 7.684, -0.675, 91
110, 146, 117, 141, 8.653, -0.983, 91
89, 109, 95, 105, 7.200, -0.927, 91
118, 118, 122, 108, 10.967, -0.405, 91
123, 133, 129, 128, 7.978, -0.807, 91
72, 120, 72, 111, 9.287, 0.062, 91
135, 93, 136, 115, 22.195, -3.100, 92
114, 84, 112, 96, 12.878, 3.011, 102
48, 129, 35, 129, 13.000, 1.571, 102
136, 60, 138, 46, 13.733, -0.087, 102
122, 78, 135, 72, 14.898, -1.097, 102
114, 96, 111, 81, 15.297, 0.197, 103
105, 58, 114, 41, 19.682, -0.441, 103
138, 46, 123, 47, 15.268, 1.631, 103
108, 120, 99, 132, 14.934, 2.452, 103
111, 44, 114, 57, 13.927, -2.924, 104
43, 54, 43, 68, 14.401, -3.128, 104
99, 102, 91, 88, 15.730, 0.491, 104
80, 86, 92, 93, 14.340, -2.129, 104
111, 44, 115, 54, 10.930, -2.806, 104
66, 55, 51, 49, 16.231, 1.179, 104
67, 61, 81, 66, 14.611, -1.906, 104
140, 63, 126, 56, 15.572, 1.073, 104
67, 64, 79, 70, 13.311, -2.018, 104
69, 61, 80, 66, 12.303, -1.930, 104
89, 84, 80, 97, 15.784, 2.467, 104
95, 101, 107, 99, 13.014, -1.384, 104
51, 49, 43, 37, 14.422, 0.588, 105
34, 59, 34, 40, 19.000, 0.000, 105
111, 50, 94, 39, 19.972, 0.999, 105
96, 78, 101, 92, 14.866, -2.799, 105
85, 91, 97, 94, 12.311, -1.847, 105
90, 79, 103, 74, 13.736, -1.233, 105
119, 47, 132, 35, 17.692, -0.825, 106
109, 55, 124, 43, 19.209, -0.896, 106
115, 76, 126, 69, 12.726, -1.044, 106
39, 140, 56, 130, 19.682, -1.084, 106
87, 90, 97, 82, 12.000, -0.927, 106
109, 54, 123, 43, 18.254, -0.888, 106
112, 87, 104, 75, 14.579, 0.574, 106
112, 86, 103, 74, 14.400, 0.644, 106
98, 82, 109, 71, 15.556, -0.785, 107
31, 86, 41, 71, 18.028, -0.588, 107
97, 82, 112, 84, 15.274, -1.713, 107
76, 86, 85, 70, 18.261, -0.514, 107
113, 47, 127, 55, 17.029, -2.080, 108
102, 56, 105, 72, 16.400, -2.920, 108
112, 84, 97, 77, 17.162, 1.098, 108
116, 93, 105, 96, 11.885, 1.774, 108
39, 63, 46, 54, 11.910, -0.714, 109
53, 68, 58, 60, 9.881, -0.627, 109
52, 67, 59, 59, 10.272, -0.653, 109
65, 65, 56, 66, 9.521, 1.631, 109
61, 65, 53, 62, 8.544, 1.212, 111
46, 87, 44, 94, 7.280, 2.863, 111
39, 94, 44, 92, 5.933, -1.255, 111
45, 74, 51, 79, 7.094, -2.276, 111
43, 91, 43, 98, 6.803, 3.112, 111
51, 53, 58, 58, 8.816, -2.240, 111
63, 59, 67, 66, 7.949, -2.637, 111
56, 73, 64, 68, 9.543, -1.018, 111
44, 86, 50, 89, 5.957, -2.022, 111
48, 135, 45, 131, 5.890, 0.737, 111
65, 40, 68, 46, 7.603, -2.678, 112
62, 70, 64, 61, 9.235, -0.308, 112
34, 120, 40, 124, 8.323, -2.185, 112
64, 73, 67, 65, 7.969, -0.331, 112
39, 82, 42, 74, 8.544, -0.359, 113
43, 85, 47, 76, 9.849, -0.418, 113
74, 56, 76, 48, 8.736, -0.278, 113
67, 63, 60, 68, 8.653, 2.159, 113
38, 81, 42, 73, 9.139, -0.405, 113
38, 97, 43, 88, 9.675, -0.519, 113
37, 124, 43, 117, 9.720, -0.639, 113
50, 79, 59, 78, 8.683, -1.432, 113
50, 84, 48, 92, 7.343, 2.944, 113
66, 66, 66, 60, 5.876, 0.020, 113
64, 85, 60, 88, 5.713, 2.294, 113
70, 101, 66, 93, 9.070, 0.489, 113
43, 83, 46, 99, 17.029, -2.917, 114
56, 93, 40, 85, 17.084, 1.097, 114
76, 91, 73, 103, 12.397, 2.830, 115
44, 86, 32, 89, 12.369, 1.816, 116
37, 106, 31, 114, 10.000, 2.498, 116
37, 43, 44, 37, 9.220, -0.862, 117
44, 87, 47, 76, 11.888, -0.220, 117
47, 90, 51, 76, 13.979, -0.335, 118
48, 95, 32, 89, 17.088, 1.212, 118
61, 42, 67, 34, 10.000, -0.644, 119
67, 81, 58, 84, 9.487, 1.893, 119
58, 82, 62, 77, 6.403, -0.675, 119
64, 84, 67, 78, 6.708, -0.464, 119
72, 87, 76, 80, 8.062, -0.519, 119
92, 99, 95, 89, 10.402, -0.332, 119
52, 117, 55, 111, 6.708, -0.464, 119
31, 118, 33, 111, 7.280, -0.278, 119
52, 130, 55, 124, 6.708, -0.464, 119
45, 135, 54, 137, 9.220, -1.789, 119
50, 153, 52, 147, 6.325, -0.322, 119
51, 156, 52, 150, 6.264, -0.291, 119
42, 42, 45, 36, 6.708, -0.464, 119
67, 80, 70, 74, 6.997, -0.540, 119
72, 82, 75, 76, 6.997, -0.540, 119
70, 87, 74, 79, 9.176, -0.356, 119
44, 96, 37, 100, 8.653, 2.159, 119
54, 136, 57, 131, 6.530, -0.477, 119
57, 48, 55, 39, 10.294, 0.255, 119
66, 80, 70, 74, 7.200, -0.644, 119
63, 83, 66, 77, 6.440, -0.464, 119
72, 83, 72, 74, 9.520, 0.000, 119
70, 87, 73, 79, 9.107, -0.322, 119
57, 108, 59, 101, 7.139, -0.197, 119
51, 131, 55, 124, 7.087, -0.494, 119
69, 72, 72, 65, 7.728, -0.464, 119
68, 72, 72, 66, 7.476, -0.588, 119
59, 79, 63, 70, 9.530, -0.544, 120
58, 84, 48, 80, 9.644, 1.215, 120
41, 96, 41, 104, 8.000, 3.142, 120
70, 96, 72, 87, 8.402, -0.240, 120
33, 142, 31, 155, 13.153, 2.989, 120
37, 100, 46, 91, 13.171, -0.732, 120
56, 147, 47, 138, 12.902, 0.759, 120
51, 64, 55, 76, 12.462, -2.869, 120
60, 79, 54, 69, 11.582, 0.594, 120
61, 115, 54, 122, 10.439, 2.280, 120
49, 87, 51, 96, 9.896, -2.851, 121
62, 124, 60, 136, 12.890, 3.023, 121
40, 139, 36, 128, 12.185, 0.405, 121
44, 117, 36, 115, 8.793, 1.271, 121
62, 132, 54, 134, 8.736, 1.849, 121
54, 60, 46, 61, 8.149, 1.809, 121
66, 102, 60, 98, 7.544, 0.974, 121
44, 108, 33, 103, 12.668, 1.165, 121
44, 123, 45, 112, 11.082, -0.087, 121

